物料代码	含税售价(13%)	不含税售价	部件不含税售价	年份
LJ71206210	28228	24980.53	0.00 	2020
LJ71206450	28102	24869.03	0.00 	2020
LJ71212360	19900	17610.62	0.00 	2020
LJ71212470	20719	18335.4	0.00 	2020
LJ71212490	38472	34046.02	0.00 	2020
LJ71212500	19129	16928.32	0.00 	2020
LJ71212520	19129	16928.32	0.00 	2020
LJ71212540	19023	16834.51	0.00 	2020
LJ71212560	19129	16928.32	0.00 	2020
LJ71212580	19129	16928.32	0.00 	2020
LJ71212600	19129	16928.32	0.00 	2020
LJ71212620	19023	16834.51	0.00 	2020
LJ71212640	19023	16834.51	0.00 	2020
LJ71212660	19129	16928.32	0.00 	2020
LJ71212700	19688	17423.01	0.00 	2020
LJ71213440	36722	32497.35	0.00 	2020
LJ71213450	20750	18362.83	0.00 	2020
LJ71213460	24315	21517.7	0.00 	2020
LJ71213470	20750	18362.83	0.00 	2020
LJ71213490	16727	14802.65	0.00 	2020
LJ71213510	16727	14802.65	0.00 	2020
LJ71214760	20768	18378.76	0.00 	2020
LJ71214770	6108	5405.31	0.00 	2020
LJ71214780	10213	9038.05	0.00 	2020
LL02503525	124061	109788.5	0.00 	2020
LL02504301	159350	141017.7	0.00 	2020
LL03502253	199704	176729.2	0.00 	2020
KB347N08000	692	612.39	435.40 	2020
CK010020602_X35438	1209	1069.91	0.00 	2020
CK010031400	982	869.03	0.00 	2020
CK010031600	1284	1136.28	0.00 	2020
CK010035400	980	867.26	0.00 	2020
CK051037300	833	737.17	0.00 	2020
KK050005800	733	648.67	0.00 	2020
KK050006000	778	688.5	0.00 	2020
KK050006900	807	714.16	0.00 	2020
CK010020602_X35438S	1209	1069.91	0.00 	2020
KM810N0200	996	881.42	0.00 	2020
KM810N0210	1084	959.29	0.00 	2020
KM810N0220	1084	959.29	0.00 	2020
KM810N0914	704	623.01	0.00 	2020
KM810N2591	956	846.02	0.00 	2020
KM810N4881	813	719.47	0.00 	2020
KM810N6081	1622	1435.4	0.00 	2020
KM800N8630	1206	1067.26	0.00 	2020
KM800N8650	1396	1235.4	0.00 	2020
KM800N8660	1396	1235.4	0.00 	2020
KM810N0860	767	678.76	0.00 	2020
KM810N2170	1026	907.96	0.00 	2020
KM810N2240	1212	1072.57	0.00 	2020
KM810N4620	799	707.08	0.00 	2020
KM810N4630	837	740.71	0.00 	2020
KM810N4640	1010	893.81	0.00 	2020
KM810N4660	925	818.58	0.00 	2020
KM810N4770	799	707.08	0.00 	2020
KM810N4780	837	740.71	0.00 	2020
KM810N4800	983	869.91	0.00 	2020
KM810N6930	1071	947.79	0.00 	2020
KM800N8670	1430	1265.49	0.00 	2020
KF050N0340	583	515.93	0.00 	2020
KF050N0350	746	660.18	0.00 	2020
KM500N0100	1213	1073.45	0.00 	2020
LJ71210670	82653	73144.25	0.00 	2020
LJ71212200	29941	26496.46	0.00 	2020
LJ71214150	32283	28569.03	0.00 	2020
LJ71214160	17717	15678.76	0.00 	2020
LJ71214170	32283	28569.03	0.00 	2020
LJ71214180	17717	15678.76	0.00 	2020
LJ71214190	32301	28584.96	0.00 	2020
LJ71214200	17730	15690.27	0.00 	2020
LJ71214210	32283	28569.03	0.00 	2020
LJ71214220	17717	15678.76	0.00 	2020
LJ71214230	32283	28569.03	0.00 	2020
LJ71214240	17717	15678.76	0.00 	2020
LJ71214250	32301	28584.96	0.00 	2020
LJ71214260	17730	15690.27	0.00 	2020
LJ71214270	32283	28569.03	0.00 	2020
LJ71214280	17717	15678.76	0.00 	2020
LJ71214290	32301	28584.96	0.00 	2020
LJ71214300	17730	15690.27	0.00 	2020
LJ71214310	21265	18818.58	0.00 	2020
LJ71214320	12311	10894.69	0.00 	2020
LJ71217130	12594	11145.13	0.00 	2020
LJ71217140	12594	11145.13	0.00 	2020
LJ71217190	9416	8332.74	0.00 	2020
LJ71217560	9416	8332.74	0.00 	2020
LJ71217580	42174	37322.12	0.00 	2020
LM501034415	8772	7762.83	0.00 	2020
LM50103514	18021	15947.79	0.00 	2020
LM50104554	14793	13091.15	0.00 	2020
LN012006133	914	808.85	0.00 	2020
CB368W01300_X10577	2437	2156.64	0.00 	2020
KM810N4842	779	689.38	0.00 	2020
KM810N5002	909	804.42	0.00 	2020
KN850W2221	4164	3684.96	0.00 	2020
LL02503712	129165	114305.31	0.00 	2020
LL03501622	371654	328897.35	0.00 	2020
LL03502291-1	377698	334246.02	0.00 	2020
LL05003240	379580	335911.5	0.00 	2020
LL05003420	557948	493759.29	0.00 	2020
LM50903065	2049	1813.27	0.00 	2020
LM509002014	2524	2233.63	0.00 	2020
LM50902846	3064	2711.5	0.00 	2020
LM50902968	3186	2819.47	0.00 	2020
LM50104235	4024	3561.06	0.00 	2020
LM509029713	3665	3243.36	0.00 	2020
LM509033214	3540	3132.74	0.00 	2020
LM50105413	4598	4069.03	0.00 	2020
LM50105422	5315	4703.54	0.00 	2020
LM50105573	5318	4706.19	0.00 	2020
LM50903233	3825	3384.96	0.00 	2020
LM50902612	4924	4357.52	0.00 	2020
LM50902892	4911	4346.02	0.00 	2020
LM50902586	6942	6143.36	0.00 	2020
LM50902926	6930	6132.74	0.00 	2020
LJ71172640	21779	19273.45	0.00 	2020
LJ71206180	57746	51102.65	0.00 	2020
LJ71206420	57761	51115.93	0.00 	2020
LJ71206470S-1	6927	6130.09	0.00 	2020
LJ71206470S-2	10953	9692.92	0.00 	2020
LJ71206470S-3	21569	19087.61	0.00 	2020
LJ71206550S-1	6927	6130.09	0.00 	2020
LJ71206550S-2	10953	9692.92	0.00 	2020
LJ71206550S-3	23697	20970.8	0.00 	2020
LJ71206580	49694	43976.99	0.00 	2020
LJ71206630	37213	32931.86	0.00 	2020
LJ71206630S-1	6219	5503.54	0.00 	2020
LJ71206630S-2	9421	8337.17	0.00 	2020
LJ71206630S-3	21573	19091.15	0.00 	2020
LJ71206710	37227	32944.25	0.00 	2020
LJ71206710S-1	6219	5503.54	0.00 	2020
LJ71206710S-2	9434	8348.67	0.00 	2020
LJ71206710S-3	21573	19091.15	0.00 	2020
LJ71206790	37227	32944.25	0.00 	2020
LJ71206790S-1	6219	5503.54	0.00 	2020
LJ71206790S-2	9434	8348.67	0.00 	2020
LJ71206790S-3	21573	19091.15	0.00 	2020
LJ71206870	37227	32944.25	0.00 	2020
LJ71206870S-1	6219	5503.54	0.00 	2020
LJ71206870S-3	21573	19091.15	0.00 	2020
LJ71206950	34421	30461.06	0.00 	2020
LJ71207030	34708	30715.04	0.00 	2020
LJ71210490	62187	55032.74	0.00 	2020
LJ71210520	62125	54977.88	0.00 	2020
LJ71212230	14323	12675.22	0.00 	2020
LJ71217610	4128	3653.1	0.00 	2020
LJ71217620	3005	2659.29	0.00 	2020
LJ71217630	6545	5792.04	0.00 	2020
LJ71217640	14225	12588.5	0.00 	2020
LJ71217650	5470	4840.71	0.00 	2020
LJ71217660	13478	11927.43	0.00 	2020
LJ71217670	22895	20261.06	0.00 	2020
LJ71217680	5470	4840.71	0.00 	2020
LJ71217690	13478	11927.43	0.00 	2020
LJ71217700	22895	20261.06	0.00 	2020
LJ71218100	24990	22115.04	0.00 	2020
LJ71218120	26837	23749.56	0.00 	2020
LJ71218130	30720	27185.84	0.00 	2020
LJ71218520	26219	23202.65	0.00 	2020
LJ71218540	30303	26816.81	0.00 	2020
KA442N45800	410	362.83	275.22 	2020
KA442W45000	849	751.33	310.62 	2020
CK010033902_X38009	923	816.81	0.00 	2020
KB509N40400	766	677.88	453.98 	2020
KK050007100	522	461.95	0.00 	2020
LR20003090	1232	1090.27	0.00 	2020
LR20003350	1194	1056.64	0.00 	2020
LR20003360	1056	934.51	0.00 	2020
KB505W00400	1238	1095.58	585.84 	2020
KM810N6510	1155	1022.12	0.00 	2020
KM810N6050	1600	1415.93	0.00 	2020
KN850W2251	3132	2771.68	0.00 	2020
KH189N90600_X39596	1279	1131.86	1030.09 	2020
KH189W02201	1629	1441.59	717.70 	2020
LR20002810	1797	1590.27	0.00 	2020
LR20003580	1487	1315.93	0.00 	2020
KB354W02401	1048	927.43	530.97 	2020
CH158000101_X33500	5492	4860.18	0.00 	2020
KB204W40400	1114	985.84	461.95 	2020
KH097N03400	1461	1292.92	1023.89 	2020
KM810N0843	743	657.52	0.00 	2020
LJ71206470	41561	36779.65	0.00 	2020
LJ71206550	41561	36779.65	0.00 	2020
LL03502201	490364	433950.44	0.00 	2020
CB340W00200	1309	1158.41	0.00 	2020
KB503N90200_X39596	600	530.97	401.77 	2020
KH213N01100	2909	2574.34	2166.37 	2020
KH213N90300	2250	1991.15	1755.75 	2020
KM810N2741	814	720.35	0.00 	2020
KM810N2751	814	720.35	0.00 	2020
KM810N4912	822	727.43	0.00 	2020
KM810N4932	909	804.42	0.00 	2020
KN850W1590	5914	5233.63	0.00 	2020
LM320N0250	3517	3112.39	0.00 	2020
LM509026319	4358	3856.64	0.00 	2020
LM50902768	3915	3464.6	0.00 	2020
LM509028717	4344	3844.25	0.00 	2020
LM50902961	2825	2500	0.00 	2020
LM50902971	3238	2865.49	0.00 	2020
LM50903096	2906	2571.68	0.00 	2020
LM50903311	2820	2495.58	0.00 	2020
LM509033213	3232	2860.18	0.00 	2020
LM509034131	2070	1831.86	0.00 	2020
LM509034218	2194	1941.59	0.00 	2020
LM509034318	2610	2309.73	0.00 	2020
LM509034513	3340	2955.75	0.00 	2020
LM509034618	3658	3237.17	0.00 	2020
LJ71172620	23870	21123.89	0.00 	2020
LJ71194630	77493	68577.88	0.00 	2020
LJ71206070	58497	51767.26	0.00 	2020
LJ71206070S-2	11341	10036.28	0.00 	2020
LJ71206070S-3	39942	35346.9	0.00 	2020
LJ71206080	25241	22337.17	0.00 	2020
LJ71206100	57746	51102.65	0.00 	2020
LJ71206120	65974	58384.07	0.00 	2020
LJ71206140	38161	33770.8	0.00 	2020
LJ71206150	58497	51767.26	0.00 	2020
LJ71206150S-1	7215	6384.96	0.00 	2020
LJ71206150S-2	11341	10036.28	0.00 	2020
LJ71206150S-3	39942	35346.9	0.00 	2020
LJ71206160	25241	22337.17	0.00 	2020
LJ71206200	65974	58384.07	0.00 	2020
LJ71206230	58497	51767.26	0.00 	2020
LJ71206230S-1	7215	6384.96	0.00 	2020
LJ71206230S-2	11341	10036.28	0.00 	2020
LJ71206230S-3	39942	35346.9	0.00 	2020
LJ71206240	25241	22337.17	0.00 	2020
LJ71206260	57746	51102.65	0.00 	2020
LJ71206280	65974	58384.07	0.00 	2020
LJ71206310	58497	51767.26	0.00 	2020
LJ71206310S-1	7215	6384.96	0.00 	2020
LJ71206310S-2	11341	10036.28	0.00 	2020
LJ71206310S-3	39942	35346.9	0.00 	2020
LJ71206320	25241	22337.17	0.00 	2020
LJ71206340	57746	51102.65	0.00 	2020
LJ71206360	65974	58384.07	0.00 	2020
LJ71206390	60714	53729.2	0.00 	2020
LJ71206390S-1	7214	6384.07	0.00 	2020
LJ71206400	26541	23487.61	0.00 	2020
LJ71206440	65974	58384.07	0.00 	2020
LJ71206480	23308	20626.55	0.00 	2020
LJ71206520	45780	40513.27	0.00 	2020
LJ71206560	23308	20626.55	0.00 	2020
LJ71206600	45780	40513.27	0.00 	2020
LJ71206640	20854	18454.87	0.00 	2020
LJ71206680	39999	35397.35	0.00 	2020
LJ71206720	20854	18454.87	0.00 	2020
LJ71206760	39999	35397.35	0.00 	2020
LJ71206800	20854	18454.87	0.00 	2020
LJ71206840	39999	35397.35	0.00 	2020
LJ71206880	20854	18454.87	0.00 	2020
LJ71206920	39999	35397.35	0.00 	2020
LJ71206960	19022	16833.63	0.00 	2020
LJ71207000	39999	35397.35	0.00 	2020
LJ71207040	19022	16833.63	0.00 	2020
LJ71207080	39999	35397.35	0.00 	2020
LJ71207120	15749	13937.17	0.00 	2020
LJ71207160	33173	29356.64	0.00 	2020
LJ71207200	15749	13937.17	0.00 	2020
LJ71207240	33173	29356.64	0.00 	2020
LJ71209210	16573	14666.37	0.00 	2020
LJ71209240	16573	14666.37	0.00 	2020
LJ71209270	16729	14804.42	0.00 	2020
LJ71209300	16729	14804.42	0.00 	2020
LJ71209370	15482	13700.88	0.00 	2020
LJ71209400	15482	13700.88	0.00 	2020
LJ71210500	57835	51181.42	0.00 	2020
LJ71210510	20448	18095.58	0.00 	2020
LJ71210530	57862	51205.31	0.00 	2020
LJ71210540	20448	18095.58	0.00 	2020
LJ71210680	77896	68934.51	0.00 	2020
LJ71210690	24915	22048.67	0.00 	2020
LJ71210710	77918	68953.98	0.00 	2020
LJ71210720	24915	22048.67	0.00 	2020
LJ71213590	24924	22056.64	0.00 	2020
LJ71213600	14396	12739.82	0.00 	2020
LJ71213620	24924	22056.64	0.00 	2020
LJ71213630	14396	12739.82	0.00 	2020
LJ71213650	24924	22056.64	0.00 	2020
LJ71213660	14396	12739.82	0.00 	2020
LJ71213680	24924	22056.64	0.00 	2020
LJ71213690	14396	12739.82	0.00 	2020
LJ71213710	24924	22056.64	0.00 	2020
LJ71213720	14396	12739.82	0.00 	2020
LJ71213740	24924	22056.64	0.00 	2020
LJ71213750	14396	12739.82	0.00 	2020
LJ71213770	32283	28569.03	0.00 	2020
LJ71213780	17717	15678.76	0.00 	2020
LJ71213800	21265	18818.58	0.00 	2020
LJ71213810	12311	10894.69	0.00 	2020
LJ71213830	21265	18818.58	0.00 	2020
LJ71213840	12311	10894.69	0.00 	2020
LJ71214740	15958	14122.12	0.00 	2020
LJ71214750	16566	14660.18	0.00 	2020
LJ71214790	24344	21543.36	0.00 	2020
LJ71214800	21456	18987.61	0.00 	2020
LJ71214830	24344	21543.36	0.00 	2020
LJ71214840	21456	18987.61	0.00 	2020
LJ71215610	10236	9058.41	0.00 	2020
LJ71215620	28581	25292.92	0.00 	2020
LJ71215630	13828	12237.17	0.00 	2020
LJ71215640	11124	9844.25	0.00 	2020
LJ71215650	32470	28734.51	0.00 	2020
LJ71215660	16024	14180.53	0.00 	2020
LJ71215670	15949	14114.16	0.00 	2020
LJ71215680	10738	9502.65	0.00 	2020
LJ71215690	30026	26571.68	0.00 	2020
LJ71215690S-1	6169	5459.29	0.00 	2020
LJ71215690S-2	23857	21112.39	0.00 	2020
LJ71215700	37204	32923.89	0.00 	2020
LJ71215710	27225	24092.92	0.00 	2020
LJ71215720	10239	9061.06	0.00 	2020
LJ71215730	20914	18507.96	0.00 	2020
LJ71215740	15754	13941.59	0.00 	2020
LJ71215750	17057	15094.69	0.00 	2020
LJ71215760	15754	13941.59	0.00 	2020
LJ71215770	17057	15094.69	0.00 	2020
LJ71215780	15754	13941.59	0.00 	2020
LJ71215790	17057	15094.69	0.00 	2020
LJ71215800	15754	13941.59	0.00 	2020
LJ71215810	17057	15094.69	0.00 	2020
LJ71215820	15754	13941.59	0.00 	2020
LJ71215830	17057	15094.69	0.00 	2020
LJ71215840	15754	13941.59	0.00 	2020
LJ71215850	17057	15094.69	0.00 	2020
LJ71215870	17594	15569.91	0.00 	2020
LJ71215890	17594	15569.91	0.00 	2020
LJ71215910	17594	15569.91	0.00 	2020
LJ71215920	36656	32438.94	0.00 	2020
LJ71215930	36652	32435.4	0.00 	2020
LJ71215940	33504	29649.56	0.00 	2020
LJ71215950	41957	37130.09	0.00 	2020
LJ71217090	11024	9755.75	0.00 	2020
LJ71217100	9723	8604.42	0.00 	2020
LJ71217110	9706	8589.38	0.00 	2020
LJ71217120	9669	8556.64	0.00 	2020
LJ71217160	8984	7950.44	0.00 	2020
LJ71217180	8916	7890.27	0.00 	2020
LJ71217210	24915	22048.67	0.00 	2020
LJ71217240	14912	13196.46	0.00 	2020
LJ71217250	14945	13225.66	0.00 	2020
LJ71217260	14945	13225.66	0.00 	2020
LJ71217330	24978	22104.42	0.00 	2020
LJ71217340	29957	26510.62	0.00 	2020
LJ71217350	26605	23544.25	0.00 	2020
LJ71217360	24978	22104.42	0.00 	2020
LJ71217370	29955	26508.85	0.00 	2020
LJ71217380	26605	23544.25	0.00 	2020
LJ71217390	12390	10964.6	0.00 	2020
LJ71217570	16171	14310.62	0.00 	2020
LL02503396	185252	163939.82	0.00 	2020
LL02503498	137510	121690.27	0.00 	2020
LL02503534	231910	205230.09	0.00 	2020
LL02503565	127551	112876.99	0.00 	2020
LL02503723	126186	111669.03	0.00 	2020
LL02503727	130127	115156.64	0.00 	2020
LL02503766	145733	128967.26	0.00 	2020
LL03501632	463347	410041.59	0.00 	2020
LL05002650	403279	356884.07	0.00 	2020
LL05003250	699707	619209.73	0.00 	2020
LL05003870	603336	533925.66	0.00 	2020
LM501033818	21501	19027.43	0.00 	2020
LM50103456	12508	11069.03	0.00 	2020
LM50103545	43518	38511.5	0.00 	2020
LM50104007	20720	18336.28	0.00 	2020
LM501042112	11641	10301.77	0.00 	2020
LM50104454	11604	10269.03	0.00 	2020
LM50104661	37755	33411.5	0.00 	2020
LM50104822	5429	4804.42	0.00 	2020
LM50104831	6187	5475.22	0.00 	2020
LM50105302	13170	11654.87	0.00 	2020
LM50110526	3507	3103.54	0.00 	2020
LM50125724	4585	4057.52	0.00 	2020
LM509026419	3778	3343.36	0.00 	2020
LM509026421	3778	3343.36	0.00 	2020
LM509028617	3780	3345.13	0.00 	2020
LM509028618	3780	3345.13	0.00 	2020
CB368N01300_X10577	728	644.25	0.00 	2020
KB359N43600	728	644.25	502.65 	2020
KB359N43800	753	666.37	501.77 	2020
KB359N44000	728	644.25	502.65 	2020
KB535N00800	661	584.96	407.96 	2020
KB347N06800	815	721.24	545.13 	2020
KB347N07000	815	721.24	545.13 	2020
KB347N07200	815	721.24	545.13 	2020
KH211N90100	755	668.14	602.65 	2020
CK010020800	931	823.89	0.00 	2020
CK010032104_L14227	905	800.88	0.00 	2020
CK010031600_L14227	1264	1118.58	0.00 	2020
KK050005100	832	736.28	0.00 	2020
CK010033500	1311	1160.18	0.00 	2020
CK010033100_X33587	1141	1009.73	0.00 	2020
CC055086500_X05051	902	798.23	0.00 	2020
CK010032401	1267	1121.24	0.00 	2020
KN850W2330	4508	3989.38	0.00 	2020
KM810N6910	1000	884.96	0.00 	2020
KM810N6870	913	807.96	0.00 	2020
KM810N6850	871	770.8	0.00 	2020
KM810N5330	1673	1480.53	0.00 	2020
KM810N5320	1673	1480.53	0.00 	2020
KM810N5123	1160	1026.55	0.00 	2020
KM810N5093	974	861.95	0.00 	2020
KM810N5013	910	805.31	0.00 	2020
KM810N4990	858	759.29	0.00 	2020
KM810N4923	823	728.32	0.00 	2020
KM810N4843	781	691.15	0.00 	2020
KM810N4810	998	883.19	0.00 	2020
KM810N4750	1716	1518.58	0.00 	2020
KM810N3810	871	770.8	0.00 	2020
KM810N3800	913	807.96	0.00 	2020
KM810N2750	795	703.54	0.00 	2020
KM810N2740	795	703.54	0.00 	2020
KM810N2731	815	721.24	0.00 	2020
KM810N2730	795	703.54	0.00 	2020
KM810N2721	857	758.41	0.00 	2020
KM810N2720	834	738.05	0.00 	2020
KM810N2701	943	834.51	0.00 	2020
KM810N2700	917	811.5	0.00 	2020
KM810N2681	1004	888.5	0.00 	2020
KM810N2680	1002	886.73	0.00 	2020
KM810N2670	1003	887.61	0.00 	2020
KM810N2660	1162	1028.32	0.00 	2020
KM810N2611	942	833.63	0.00 	2020
KM810N2610	918	812.39	0.00 	2020
KM810N2601	1094	968.14	0.00 	2020
KM810N2531	814	720.35	0.00 	2020
KM810N0943	818	723.89	0.00 	2020
KM810N0933	742	656.64	0.00 	2020
KM810N0904	700	619.47	0.00 	2020
KM800N8480	1306	1155.75	0.00 	2020
KB531N40800	518	458.41	313.27 	2020
KB358W23200	1123	993.81	552.21 	2020
KB276N41400	626	553.98	426.55 	2020
KB277N20600	489	432.74	284.96 	2020
KB276W40600	998	883.19	435.40 	2020
KB487N20800	770	681.42	517.70 	2020
KH215W00400	1744	1543.36	789.38 	2020
KH215W00300	1991	1761.95	910.62 	2020
LR20001831	1159	1025.66	0.00 	2020
LR20002180	1450	1283.19	0.00 	2020
CH057N00101_L73440	1595	1411.5	0.00 	2020
LR20002010	1344	1189.38	0.00 	2020
LR20002641	1360	1203.54	0.00 	2020
CB340000200	2931	2593.81	0.00 	2020
KH213N90100_X39596	2302	2037.17	1800.88 	2020
CK010031300	1321	1169.03	0.00 	2020
CK010032400	1237	1094.69	0.00 	2020
KK050007700	504	446.02	0.00 	2020
KB336N06200	677	599.12	408.85 	2020
KB323N02000	764	676.11	500.88 	2020
KB323N02400	764	676.11	502.65 	2020
KB323N21200	603	533.63	361.06 	2020
KB323N21600	603	533.63	361.06 	2020
KB323W02000	1134	1003.54	550.44 	2020
KB323W02400	1259	1114.16	595.58 	2020
KB323W21200	1062	939.82	480.53 	2020
KB323W21600	1173	1038.05	537.17 	2020
KB354W02001	1042	922.12	480.53 	2020
KB358N22800	670	592.92	395.58 	2020
KB358N23000	669	592.04	395.58 	2020
KB358N23200	670	592.92	395.58 	2020
KB358W22800	1096	969.91	0.00 	2020
KB358W23000	1129	999.12	526.55 	2020
KB393N01200	531	469.91	312.39 	2020
KB393N01600	532	470.8	303.54 	2020
KB393W01200	1085	960.18	524.78 	2020
KB393W01600	1247	1103.54	565.49 	2020
KB527N40400	487	430.97	284.96 	2020
KB527N40600	487	430.97	284.96 	2020
KB527N40800	487	430.97	284.96 	2020
KB527W40400	993	878.76	470.80 	2020
KB527W40600	1063	940.71	488.50 	2020
KB527W40800	1063	940.71	488.50 	2020
KB529N02800	545	482.3	318.58 	2020
KB529N03200	547	484.07	318.58 	2020
KB530W40801	1064	941.59	507.96 	2020
KH211W00701	1504	1330.97	661.06 	2020
KH226N00100	1732	1532.74	1231.86 	2020
KH226N00400	1732	1532.74	1231.86 	2020
KH226N00700	1738	1538.05	1204.42 	2020
KH226N00800	1738	1538.05	1203.54 	2020
KH226N00900	1728	1529.2	1227.43 	2020
KH226N01000	1734	1534.51	1199.12 	2020
CA301N02800_X27799	457	404.42	0.00 	2020
CA371N01400_X27446	791	700	0.00 	2020
CA432W04601_116744	1274	1127.43	0.00 	2020
CB340N00100_X23607	1149	1016.81	0.00 	2020
CB340N00100_X33696	1609	1423.89	0.00 	2020
CB340N00200_X23607	1145	1013.27	0.00 	2020
CB340N00200_X33696	1609	1423.89	0.00 	2020
CB340N00300	1613	1427.43	0.00 	2020
CB340N90100	1339	1184.96	0.00 	2020
CB340W00100_X23607	1315	1163.72	0.00 	2020
CB340W00100_X33696	1332	1178.76	0.00 	2020
CB340W00200_X23607	1315	1163.72	0.00 	2020
CB340W00200_X33696	1333	1179.65	0.00 	2020
CB368N01000_X10577	793	701.77	0.00 	2020
CB368W01000_X10577	2063	1825.66	0.00 	2020
CB528N00100	853	754.87	0.00 	2020
CB528N00200	853	754.87	0.00 	2020
CK010025700_L16335	1279	1131.86	0.00 	2020
CK010025901_L61675	1360	1203.54	0.00 	2020
CK010030100	1468	1299.12	0.00 	2020
CK010033802_X38009	868	768.14	0.00 	2020
CK010034600_L50984	1264	1118.58	0.00 	2020
CK010034800	936	828.32	0.00 	2020
CK010036103_X38009	1300	1150.44	0.00 	2020
CK010094400_X40427	530	469.03	0.00 	2020
CK051027101	652	576.99	0.00 	2020
CK051035200	851	753.1	0.00 	2020
CK051037000	593	524.78	0.00 	2020
CK051037100	699	618.58	0.00 	2020
CK051037201	728	644.25	0.00 	2020
ER20000340_X28161	1504	1330.97	0.00 	2020
ER20000341	1518	1343.36	0.00 	2020
KA173N29700	676	598.23	398.23 	2020
KA173W29700	1717	1519.47	620.35 	2020
KA240N44800	432	382.3	274.34 	2020
KA442W46501	736	651.33	259.29 	2020
KA442W46601	853	754.87	306.19 	2020
KB173N41800	798	706.19	454.87 	2020
KB173W00201	1471	1301.77	638.94 	2020
KB173W41800	1841	1629.2	807.96 	2020
KB180W52000	946	837.17	0.00 	2020
KB180W52200	997	882.3	0.00 	2020
KB180W52208	993	878.76	0.00 	2020
KB192W50800	950	840.71	0.00 	2020
KB276W25900	1388	1228.32	632.74 	2020
KB277N20800	488	431.86	0.00 	2020
KB283N04403	631	558.41	392.04 	2020
KB283N06800	714	631.86	0.00 	2020
KB284N40400	378	334.51	0.00 	2020
KB284N40600	376	332.74	0.00 	2020
KB284N40800	375	331.86	0.00 	2020
KB299N49200	429	379.65	253.10 	2020
KB299N49600	429	379.65	259.29 	2020
KB299W41209	995	880.53	469.03 	2020
KB299W41611	1135	1004.42	507.96 	2020
KB299W46404	987	873.45	0.00 	2020
KB300N01400	807	714.16	492.92 	2020
KB300N01800	833	737.17	489.38 	2020
KB300W01800	1076	952.21	524.78 	2020
KB322N13600	1052	930.97	732.74 	2020
KB333W40804	1020	902.65	476.99 	2020
KB336N08600	629	556.64	397.35 	2020
KB336N09000	656	580.53	393.81 	2020
KB336W08600	1042	922.12	499.12 	2020
KB340N05200	1267	1121.24	838.05 	2020
KB340N05800	1215	1075.22	792.04 	2020
KB340N06200	1215	1075.22	792.04 	2020
KB347N08400	1103	976.11	827.43 	2020
KB347N08800	1103	976.11	827.43 	2020
KB347W08400	1048	927.43	492.04 	2020
KB347W08800	1081	956.64	523.89 	2020
KB354N03000	428	378.76	275.22 	2020
KB354N03400	446	394.69	286.73 	2020
KB354W03000	946	837.17	458.41 	2020
KB354W03400	1006	890.27	490.27 	2020
KB358W24800	1088	962.83	497.35 	2020
KB358W25400	1558	1378.76	685.84 	2020
KB442W40409	902	798.23	0.00 	2020
KB442W40804	1136	1005.31	496.46 	2020
KB442W40807	1129	999.12	489.38 	2020
KB480N40600	461	407.96	278.76 	2020
KB483N22000	611	540.71	369.91 	2020
KB483N22400	611	540.71	370.80 	2020
KB483W22000	949	839.82	461.06 	2020
KB483W22400	1045	924.78	506.19 	2020
KB491N06800	1239	1096.46	909.73 	2020
KB491N07200	1239	1096.46	909.73 	2020
KB491W06800	1046	925.66	501.77 	2020
KB491W07200	1079	954.87	526.55 	2020
KB493N02800	1103	976.11	586.73 	2020
KB493N03000	1103	976.11	586.73 	2020
KB493N03200	1103	976.11	586.73 	2020
KB493N03600	1012	895.58	815.93 	2020
KB493N03800	1012	895.58	815.93 	2020
KB493N04000	1012	895.58	815.93 	2020
KB493N90400	756	669.03	680.53 	2020
KB498N40400	540	477.88	338.94 	2020
KB506W00600	1341	1186.73	579.65 	2020
KB522N40400	537	475.22	339.82 	2020
KB522N40600	587	519.47	353.10 	2020
KB522N40800	590	522.12	356.64 	2020
KB522W40400	984	870.8	479.65 	2020
KB522W40600	1028	909.73	469.03 	2020
KB522W40800	1045	924.78	499.12 	2020
KB523N41400	465	411.5	306.19 	2020
KB523N41800	488	431.86	304.42 	2020
KB523W41400	942	833.63	450.44 	2020
KB523W41800	1008	892.04	488.50 	2020
KF014N0750	879	777.88	0.00 	2020
KF014N0760	752	665.49	0.00 	2020
KF014N0770	601	531.86	0.00 	2020
KF014N0780	598	529.2	0.00 	2020
KF014N0790	696	615.93	0.00 	2020
KF014N0820	555	491.15	0.00 	2020
KF014N0840	987	873.45	0.00 	2020
KF014W0750	1359	1202.65	0.00 	2020
KF014W0760	1153	1020.35	0.00 	2020
KF014W0770	961	850.44	0.00 	2020
KF014W0780	781	691.15	0.00 	2020
KF014W0790	1074	950.44	0.00 	2020
KF014W0820	917	811.5	0.00 	2020
KF014W0840	1603	1418.58	0.00 	2020
KF017W0250	1437	1271.68	0.00 	2020
KF030W0010	782	692.04	0.00 	2020
KG118N01700	1771	1567.26	1267.26 	2020
KH057N03400	2053	1816.81	1474.34 	2020
KH057N03500	2052	1815.93	1471.68 	2020
KH057W02901	1479	1308.85	655.75 	2020
KH057W03400	1501	1328.32	673.45 	2020
KH057W03500	1822	1612.39	815.04 	2020
KH118N05800	1636	1447.79	1158.41 	2020
KH118N05900	1764	1561.06	1219.47 	2020
KH118W03802	1467	1298.23	638.94 	2020
KH159N90100	917	811.5	779.65 	2020
