物料代码	含税售价(13%)	不含税售价	部件不含税售价	年份
LJ71169600	38778	34316.81	0.00 	2019
LJ71169610	21084	18658.41	0.00 	2019
LJ71169620	16792	14860.18	0.00 	2019
LJ71169630	10445	9243.36	0.00 	2019
LJ71169640	29663	26250.44	0.00 	2019
LJ71169650	17715	15676.99	0.00 	2019
LJ71169660	23775	21039.82	0.00 	2019
LJ71169670	9265	8199.12	0.00 	2019
LJ71169680	17092	15125.66	0.00 	2019
LJ71169690	32232	28523.89	0.00 	2019
LJ71169700	18717	16563.72	0.00 	2019
LJ71169710	12775	11305.31	0.00 	2019
LJ71169730	21637	19147.79	0.00 	2019
LJ71169740	17530	15513.27	0.00 	2019
LJ71169750	22497	19908.85	0.00 	2019
LJ71169760	16881	14938.94	0.00 	2019
LJ71169770	11689	10344.25	0.00 	2019
LJ71169780	8273	7321.24	0.00 	2019
LJ71169790	10886	9633.63	0.00 	2019
LJ71169800	8296	7341.59	0.00 	2019
LJ71169810	12810	11336.28	0.00 	2019
LJ71169820	9507	8413.27	0.00 	2019
LJ71169830	11805	10446.9	0.00 	2019
LJ71169840	8158	7219.47	0.00 	2019
LJ71169850	10564	9348.67	0.00 	2019
LJ71169860	7402	6550.44	0.00 	2019
LJ71169900	11745	10393.81	0.00 	2019
LJ71169910	11745	10393.81	0.00 	2019
LJ71170770	6777	5997.35	0.00 	2019
LJ71170780	45410	40185.84	0.00 	2019
LJ71170790	35508	31423.01	0.00 	2019
LJ71170800	6512	5762.83	0.00 	2019
LJ71170810	17059	15096.46	0.00 	2019
LJ71170820	10612	9391.15	0.00 	2019
LJ71170840	54357	48103.54	0.00 	2019
LJ71170850	9270	8203.54	0.00 	2019
LJ71170860	24759	21910.62	0.00 	2019
LJ71170870	35048	31015.93	0.00 	2019
LJ71170880	27991	24770.8	0.00 	2019
LJ71170890	37741	33399.12	0.00 	2019
LJ71170900	32603	28852.21	0.00 	2019
LJ71171530	17911	15850.44	0.00 	2019
LJ71171540	13484	11932.74	0.00 	2019
LL02501721	416988	369015.93	0.00 	2019
LL02501902	118706	105049.56	0.00 	2019
LL02501996	133570	118203.54	0.00 	2019
LL02502075	134782	119276.11	0.00 	2019
LL02502092	226945	200836.28	0.00 	2019
LL02502116	272259	240937.17	0.00 	2019
LL02502152	206640	182867.26	0.00 	2019
LL02502157	218755	193588.5	0.00 	2019
LL02502166	290774	257322.12	0.00 	2019
LL03501631	470462	416338.05	0.00 	2019
LL03502170	243544	215525.66	0.00 	2019
LL03502210	340659	301468.14	0.00 	2019
LL05000964	580620	513823.01	0.00 	2019
LL05001980	322936	285784.07	0.00 	2019
LL05002030	470356	416244.25	0.00 	2019
LL05002120	582936	515872.57	0.00 	2019
LL05002170	361952	320311.5	0.00 	2019
LL05003050	432061	382354.87	0.00 	2019
LM501004842	6425	5685.84	0.00 	2019
LM501006527	6457	5714.16	0.00 	2019
LM50103288	17803	15754.87	0.00 	2019
LM50103526	19173	16967.26	0.00 	2019
LM50103537	23213	20542.48	0.00 	2019
LM50103582	5046	4465.49	0.00 	2019
LM50103765	19159	16954.87	0.00 	2019
LM50104044	28032	24807.08	0.00 	2019
LM50104172	16961	15009.73	0.00 	2019
LM50104424	23142	20479.65	0.00 	2019
LM50104463	23042	20391.15	0.00 	2019
LM50902656	3385	2995.58	0.00 	2019
LM50902722	2146	1899.12	0.00 	2019
LM50902738	2348	2077.88	0.00 	2019
LM50902742	2695	2384.96	0.00 	2019
LM50902745	2682	2373.45	0.00 	2019
LM50902752	3151	2788.5	0.00 	2019
LM50902852	3196	2828.32	0.00 	2019
LM50902856	3380	2991.15	0.00 	2019
LM50902936	2350	2079.65	0.00 	2019
LM50902938	2361	2089.38	0.00 	2019
LM50902942	2352	2081.42	0.00 	2019
LM50902974	3393	3002.65	0.00 	2019
LM50902976	3385	2995.58	0.00 	2019
LM50902997	4275	3783.19	0.00 	2019
LM50903015	5139	4547.79	0.00 	2019
LM50903095	2679	2370.8	0.00 	2019
LM50903103	3151	2788.5	0.00 	2019
LM50903197	2347	2076.99	0.00 	2019
LM50903211	3166	2801.77	0.00 	2019
LM50903281	2350	2079.65	0.00 	2019
LM50903324	3397	3006.19	0.00 	2019
LM50903326	3389	2999.12	0.00 	2019
LM50903331	3744	3313.27	0.00 	2019
LM50903345	4288	3794.69	0.00 	2019
LM50903347	4292	3798.23	0.00 	2019
LM50903364	4972	4400	0.00 	2019
LM50903365	5154	4561.06	0.00 	2019
LM50903402	2031	1797.35	0.00 	2019
LM50903421	2145	1898.23	0.00 	2019
LM50903437	2348	2077.88	0.00 	2019
LM509034610	3598	3184.07	0.00 	2019
KA240W46404	924	817.7	361.06 	2019
KB354W00403	1034	915.04	512.39 	2019
KB489W40408	1059	937.17	523.01 	2019
KE002W4130	1620	1433.63	0.00 	2019
KF018N0380	770	681.42	0.00 	2019
KH158N90600_X14701	3355	2969.03	0.00 	2019
KH194N00100	2374	2100.88	0.00 	2019
TL13600240	887	784.96	0.00 	2019
KG118N01500	1846	1633.63	0.00 	2019
KM500N0080	902	798.23	0.00 	2019
KN850W1420	31795	28137.17	0.00 	2019
KN851W2130	21605	19119.47	0.00 	2019
KB277N40400	484	428.32	292.04 	2019
KA442N40400	429	379.65	307.96 	2019
KH182N01000	1941	1717.7	0.00 	2019
KH118N04100	1688	1493.81	0.00 	2019
LJ71168830S-1	22823	20197.35	0.00 	2019
KF018W0190	1228	1086.73	0.00 	2019
KA198W40300	872	771.68	293.81 	2019
KA332N40400	809	715.93	532.74 	2019
KB283W00800	1339	1184.96	628.32 	2019
LJ71160300	10380	9185.84	0.00 	2019
LJ71161970	9394	8313.27	0.00 	2019
KM500N0320	1113	984.96	0.00 	2019
LJ71154200	63057	55802.65	0.00 	2019
LJ71154210	48881	43257.52	0.00 	2019
LJ71154220	20000	17699.12	0.00 	2019
LJ71154260	49923	44179.65	0.00 	2019
LJ71154270	39684	35118.58	0.00 	2019
LJ71154280	29099	25751.33	0.00 	2019
LJ71154290	20735	18349.56	0.00 	2019
LJ71154800	67650	59867.26	0.00 	2019
LJ71154810	49717	43997.35	0.00 	2019
LJ71154820	21783	19276.99	0.00 	2019
LJ71154860	30713	27179.65	0.00 	2019
LJ71154870	39768	35192.92	0.00 	2019
LJ71154880	23253	20577.88	0.00 	2019
LJ71154890	31658	28015.93	0.00 	2019
LM501001145	6199	5485.84	0.00 	2019
LJ71169370S-1	22823	20197.35	0.00 	2019
LJ71169370S-2	6038	5343.36	0.00 	2019
LJ71169460S-1	5932	5249.56	0.00 	2019
LJ71169640S-1	23908	21157.52	0.00 	2019
LJ71169640S-2	5754	5092.04	0.00 	2019
LL02503563	133863	118462.83	0.00 	2019
KA355N40200	416	368.14	314.16 	2019
KB374N00400	450	398.23	297.35 	2019
KF018N0080	966	854.87	0.00 	2019
KG156N04000	1057	935.4	0.00 	2019
KG157N01100	1114	985.84	0.00 	2019
KH182N00900	1937	1714.16	0.00 	2019
KN850W1881	20981	18567.26	0.00 	2019
LJ71153410	14309	12662.83	0.00 	2019
LJ71153470	26880	23787.61	0.00 	2019
LJ71153490	25113	22223.89	0.00 	2019
LJ71153790	53360	47221.24	0.00 	2019
LJ71153800	45986	40695.58	0.00 	2019
LJ71153810	20702	18320.35	0.00 	2019
LJ71156000	26304	23277.88	0.00 	2019
LJ71159700	7737	6846.9	0.00 	2019
LJ71159710	15764	13950.44	0.00 	2019
LJ71159720	14671	12983.19	0.00 	2019
LJ71159730	14540	12867.26	0.00 	2019
LJ71159740	3749	3317.7	0.00 	2019
LJ71159750	7737	6846.9	0.00 	2019
LJ71159760	15764	13950.44	0.00 	2019
LJ71159770	14671	12983.19	0.00 	2019
LJ71159780	14540	12867.26	0.00 	2019
LJ71159790	3749	3317.7	0.00 	2019
LJ71159800	14488	12821.24	0.00 	2019
LJ71159810	12320	10902.65	0.00 	2019
LJ71159820	14488	12821.24	0.00 	2019
LJ71159830	12325	10907.08	0.00 	2019
LJ71168830S-2	6038	5343.36	0.00 	2019
LJ71168890S-1	22823	20197.35	0.00 	2019
LJ71168890S-2	6038	5343.36	0.00 	2019
LJ71168950S-1	22823	20197.35	0.00 	2019
LJ71168950S-2	6047	5351.33	0.00 	2019
LJ71169040S-1	22823	20197.35	0.00 	2019
LJ71169040S-2	6047	5351.33	0.00 	2019
LJ71169250S-1	14096	12474.34	0.00 	2019
LJ71169250S-2	4489	3972.57	0.00 	2019
KA198W40304	912	807.08	315.04 	2019
LJ71169460S-2	39672	35107.96	0.00 	2019
LL05003310	597779	529007.96	0.00 	2019
CA470003101_X06250	2303	2038.05	0.00 	2019
KF014W0180	1546	1368.14	0.00 	2019
KF014N0180	1003	887.61	0.00 	2019
CB419W06100_L22780	2322	2054.87	0.00 	2019
CB425N05300_L22780	841	744.25	0.00 	2019
KA452N42300	474	419.47	327.43 	2019
KE002N4130	1474	1304.42	0.00 	2019
KF015N1130	505	446.9	0.00 	2019
KF015W1050	754	667.26	0.00 	2019
CA462N04100_116200	477	422.12	0.00 	2019
CA439W10600_116235	829	733.63	0.00 	2019
CA465N02900_116210	491	434.51	0.00 	2019
CA439W10600_L87428	912	807.08	0.00 	2019
KB299N50412	452	400	291.15 	2019
KB318N90100	153	135.4	130.09 	2019
KB318W40601	1135	1004.42	549.56 	2019
KB318W40801	1155	1022.12	554.87 	2019
KH206N00100	1908	1688.5	0.00 	2019
LM113N0280	4773	4223.89	0.00 	2019
CG156N00500	1071	947.79	0.00 	2019
CG156N00700	1061	938.94	0.00 	2019
KB454N23600	627	554.87	395.58 	2019
KB283N04603	673	595.58	425.66 	2019
KB489W40605	1134	1003.54	551.33 	2019
KB322N08800	926	819.47	641.59 	2019
KB354N00800	481	425.66	328.32 	2019
KB454N24000	627	554.87	396.46 	2019
KB277W40823	1151	1018.58	487.61 	2019
KH135N03900	1116	987.61	0.00 	2019
KH216N00600	1855	1641.59	0.00 	2019
KH178W00500	1564	1384.07	0.00 	2019
KG155N00100	1105	977.88	0.00 	2019
KG157N01200	1206	1067.26	0.00 	2019
KH216N00100	1859	1645.13	0.00 	2019
KG079W01300	2077	1838.05	0.00 	2019
KG155W00101	1691	1496.46	0.00 	2019
LR02001770	1254	1109.73	0.00 	2019
LR02001910	1198	1060.18	0.00 	2019
LR02009030	191	169.03	0.00 	2019
KB322N08400	924	817.7	639.82 	2019
KB322N10800	1079	954.87	777.88 	2019
KB491N03600	1294	1145.13	969.91 	2019
KB398W00400	1124	994.69	569.03 	2019
KB322N11200	1081	956.64	777.88 	2019
KB491N04000	1294	1145.13	969.91 	2019
KB398W00800	1248	1104.42	605.31 	2019
KH216N00300	1851	1638.05	0.00 	2019
KH216N00700	1854	1640.71	0.00 	2019
KH216N00200	1854	1640.71	0.00 	2019
KH216N00400	1857	1643.36	0.00 	2019
KH188N90100_X14701	500	442.48	0.00 	2019
KB324N90400	284	251.33	254.87 	2019
CH074N00100_X13325	4437	3926.55	0.00 	2019
ER20000340_L11215	1514	1339.82	0.00 	2019
LR20009470	254	224.78	0.00 	2019
LR20002710	1338	1184.07	0.00 	2019
LR20001831	1164	1030.09	0.00 	2019
KH190W01200	3393	3002.65	0.00 	2019
KA354N40500	448	396.46	319.47 	2019
KB299W46210	1064	941.59	523.89 	2019
KB330N00400	674	596.46	421.24 	2019
KB354W00404	1038	918.58	514.16 	2019
KB396N00400	623	551.33	392.92 	2019
KB396N00600	623	551.33	392.92 	2019
KB396N00800	623	551.33	392.92 	2019
KB396N90100	365	323.01	251.33 	2019
KB396W00400	1130	1000	576.11 	2019
KB396W00600	1230	1088.5	589.38 	2019
KB396W00800	1255	1110.62	610.62 	2019
KH168N90100_X16169	3472	3072.57	0.00 	2019
KH181N91100_X14701	2398	2122.12	0.00 	2019
KH214N00100	2860	2530.97	0.00 	2019
KH214N00200	2862	2532.74	0.00 	2019
KA240W47003	955	845.13	334.51 	2019
KB299W46002	1037	917.7	515.04 	2019
KB299W46403	1097	970.8	538.05 	2019
KB489W40818	1154	1021.24	552.21 	2019
CC055086902_X06063	686	607.08	0.00 	2019
CK051030101	744	658.41	0.00 	2019
KB299W46401	1102	975.22	544.25 	2019
KH177N90400	1280	1132.74	0.00 	2019
KH209N00100	1977	1749.56	0.00 	2019
KH209N00200	1974	1746.9	0.00 	2019
KH209N90100	1498	1325.66	0.00 	2019
LR20002870	1611	1425.66	0.00 	2019
LR20002880	1474	1304.42	0.00 	2019
LR20002950	908	803.54	0.00 	2019
LR20002990	1708	1511.5	0.00 	2019
LR20003000	1965	1738.94	0.00 	2019
LR20003050	1016	899.12	0.00 	2019
LR20003110	1365	1207.96	0.00 	2019
LR20003120	1148	1015.93	0.00 	2019
LR20003130	1283	1135.4	0.00 	2019
LR20003150	1229	1087.61	0.00 	2019
LR20003160	1426	1261.95	0.00 	2019
LR20003300	1277	1130.09	0.00 	2019
LR20003330	1277	1130.09	0.00 	2019
LR20003340	1166	1031.86	0.00 	2019
LR20003370	1166	1031.86	0.00 	2019
KB395N40800	545	482.3	355.75 	2019
KB398N00800	575	508.85	357.52 	2019
KH190N01100	2469	2184.96	0.00 	2019
LR02001800	1874	1658.41	0.00 	2019
LR02002000	1600	1415.93	0.00 	2019
LJ71168070	22916	20279.65	0.00 	2019
LJ71168100	22916	20279.65	0.00 	2019
LJ71168460	18420	16300.88	0.00 	2019
KB283W00600	1222	1081.42	600.00 	2019
KB340N00800	1143	1011.5	764.60 	2019
KB372N20400	596	527.43	376.99 	2019
KB374N00800	440	389.38	277.88 	2019
KF014N0670	1142	1010.62	0.00 	2019
KF018N0201	720	637.17	0.00 	2019
KF018W0201	1087	961.95	0.00 	2019
KF018W0370	1213	1073.45	0.00 	2019
KG156W01101	3210	2840.71	0.00 	2019
KF018W0610	2527	2236.28	0.00 	2019
KM800N8641	1590	1407.08	0.00 	2019
KM800N8661	1590	1407.08	0.00 	2019
KM800N8671	1634	1446.02	0.00 	2019
KM800N8681	1634	1446.02	0.00 	2019
KM810N0973	927	820.35	0.00 	2019
KM810N2310	1036	916.81	0.00 	2019
KM810N3880	966	854.87	0.00 	2019
KM810N3890	849	751.33	0.00 	2019
KM810N3900	966	854.87	0.00 	2019
KM810N3920	849	751.33	0.00 	2019
KM810N3940	1057	935.4	0.00 	2019
KM810N3950	885	783.19	0.00 	2019
KM810N4280	989	875.22	0.00 	2019
KM810N4310	962	851.33	0.00 	2019
KM810N4320	897	793.81	0.00 	2019
KM810N4340	814	720.35	0.00 	2019
KM810N4350	778	688.5	0.00 	2019
KM810N4360	778	688.5	0.00 	2019
KM810N4370	778	688.5	0.00 	2019
KN850W2210	9941	8797.35	0.00 	2019
KN850W2360	9897	8758.41	0.00 	2019
KN851W2030	11163	9878.76	0.00 	2019
LM50902587	6832	6046.02	0.00 	2019
LM50902614	4952	4382.3	0.00 	2019
LM50902623	4587	4059.29	0.00 	2019
LM50902625	4572	4046.02	0.00 	2019
LM50902642	3721	3292.92	0.00 	2019
LM50902643	3713	3285.84	0.00 	2019
LM50902645	3706	3279.65	0.00 	2019
LM50902652	3176	2810.62	0.00 	2019
LM50902653	3171	2806.19	0.00 	2019
LM50902662	2766	2447.79	0.00 	2019
LM50902663	2789	2468.14	0.00 	2019
LM50902672	2501	2213.27	0.00 	2019
LM50902682	2341	2071.68	0.00 	2019
LM50902732	2329	2061.06	0.00 	2019
LM50902735	2365	2092.92	0.00 	2019
LM50902744	2663	2356.64	0.00 	2019
LM50902823	2336	2067.26	0.00 	2019
LM50902824	2336	2067.26	0.00 	2019
LM50902832	2499	2211.5	0.00 	2019
LM50902842	2767	2448.67	0.00 	2019
LM50902843	2789	2468.14	0.00 	2019
LM50902862	3722	3293.81	0.00 	2019
LM50902863	3714	3286.73	0.00 	2019
LM50902865	3707	3280.53	0.00 	2019
LM50902883	4556	4031.86	0.00 	2019
LM50902973	3150	2787.61	0.00 	2019
LM50902984	3707	3280.53	0.00 	2019
LM50903013	4938	4369.91	0.00 	2019
LM50903072	2143	1896.46	0.00 	2019
LM50903082	2327	2059.29	0.00 	2019
LM50903086	2362	2090.27	0.00 	2019
LM50903092	2656	2350.44	0.00 	2019
LM50903104	3122	2762.83	0.00 	2019
LM50903175	2022	1789.38	0.00 	2019
LM50903191	2327	2059.29	0.00 	2019
LM50903196	2564	2269.03	0.00 	2019
LM50903265	5125	4535.4	0.00 	2019
LM50903292	2336	2067.26	0.00 	2019
LM50903334	3706	3279.65	0.00 	2019
LM50903415	2013	1781.42	0.00 	2019
LM50903417	2018	1785.84	0.00 	2019
LM50903436	2565	2269.91	0.00 	2019
LM50903505	5128	4538.05	0.00 	2019
LM51003710	299	264.6	0.00 	2019
LM51003720	300	265.49	0.00 	2019
LM51003730	345	305.31	0.00 	2019
LM51003740	347	307.08	0.00 	2019
LM51003830	403	356.64	0.00 	2019
LM51003850	438	387.61	0.00 	2019
LM51003860	438	387.61	0.00 	2019
LM51003870	441	390.27	0.00 	2019
LM51003880	442	391.15	0.00 	2019
LM51003890	614	543.36	0.00 	2019
LM51003900	614	543.36	0.00 	2019
LM51003970	742	656.64	0.00 	2019
LM51003980	738	653.1	0.00 	2019
LJ71159100	32519	28777.88	0.00 	2019
LJ71161500	29728	26307.96	0.00 	2019
LJ71168490	17121	15151.33	0.00 	2019
LJ71168510	20438	18086.73	0.00 	2019
LJ71168550	25486	22553.98	0.00 	2019
LJ71168560	26190	23176.99	0.00 	2019
LJ71169960	3928	3476.11	0.00 	2019
LJ71169970	3718	3290.27	0.00 	2019
LJ71169980	4141	3664.6	0.00 	2019
LJ71169990	3657	3236.28	0.00 	2019
LJ71170000	3991	3531.86	0.00 	2019
LJ71170010	4142	3665.49	0.00 	2019
LJ71170020	3440	3044.25	0.00 	2019
LJ71170030	3430	3035.4	0.00 	2019
LJ71170040	3501	3098.23	0.00 	2019
LJ71170050	3440	3044.25	0.00 	2019
LJ71170060	1952	1727.43	0.00 	2019
LJ71170070	2073	1834.51	0.00 	2019
LJ71170080	2385	2110.62	0.00 	2019
LJ71170830	61312	54258.41	0.00 	2019
LJ71171110	22713	20100	0.00 	2019
LJ71171120	22199	19645.13	0.00 	2019
LJ71171140	8753	7746.02	0.00 	2019
LJ71171150	14626	12943.36	0.00 	2019
LJ71171160	15700	13893.81	0.00 	2019
LJ71171170	10127	8961.95	0.00 	2019
LJ71171180	17189	15211.5	0.00 	2019
LJ71171190	19274	17056.64	0.00 	2019
LJ71171200	26412	23373.45	0.00 	2019
LJ71171210	5581	4938.94	0.00 	2019
LJ71171220	20504	18145.13	0.00 	2019
LJ71171230	34220	30283.19	0.00 	2019
LJ71171240	7471	6611.5	0.00 	2019
LJ71171250	4619	4087.61	0.00 	2019
LJ71171260	3452	3054.87	0.00 	2019
LJ71171270	12237	10829.2	0.00 	2019
LJ71171280	4262	3771.68	0.00 	2019
LJ71171290	5572	4930.97	0.00 	2019
LJ71171300	3729	3300	0.00 	2019
LJ71171310	2731	2416.81	0.00 	2019
LJ71171320	9718	8600	0.00 	2019
LJ71171330	3492	3090.27	0.00 	2019
LJ71171340	4197	3714.16	0.00 	2019
LJ71171350	12871	11390.27	0.00 	2019
LJ71171360	27133	24011.5	0.00 	2019
LJ71171370	25218	22316.81	0.00 	2019
LJ71171380	10661	9434.51	0.00 	2019
LJ71171390	24504	21684.96	0.00 	2019
LJ71171400	22952	20311.5	0.00 	2019
LJ71171410	8112	7178.76	0.00 	2019
LJ71171420	5461	4832.74	0.00 	2019
LJ71171430	12431	11000.88	0.00 	2019
LJ71171440	16911	14965.49	0.00 	2019
LJ71171450	8600	7610.62	0.00 	2019
LJ71171740	24259	21468.14	0.00 	2019
LJ71171750	21874	19357.52	0.00 	2019
LJ71171770	19703	17436.28	0.00 	2019
LJ71171780	24259	21468.14	0.00 	2019
LJ71171790	21879	19361.95	0.00 	2019
LJ71171810	19703	17436.28	0.00 	2019
LJ71171820	40820	36123.89	0.00 	2019
LJ71171830	26501	23452.21	0.00 	2019
LJ71171840	28001	24779.65	0.00 	2019
LJ71171850	9728	8608.85	0.00 	2019
LJ71171860	5084	4499.12	0.00 	2019
LJ71171870	40913	36206.19	0.00 	2019
LJ71171880	26501	23452.21	0.00 	2019
LJ71171890	27992	24771.68	0.00 	2019
LJ71171900	9728	8608.85	0.00 	2019
LJ71171910	5084	4499.12	0.00 	2019
LJ71172330	3241	2868.14	0.00 	2019
LJ71172340	8437	7466.37	0.00 	2019
LJ71172350	6654	5888.5	0.00 	2019
LJ71172360	2858	2529.2	0.00 	2019
LJ71172370	7129	6308.85	0.00 	2019
LJ71172380	6216	5500.88	0.00 	2019
LJ71172390	3391	3000.88	0.00 	2019
LJ71172400	8916	7890.27	0.00 	2019
LJ71172410	8150	7212.39	0.00 	2019
LJ71172420	4739	4193.81	0.00 	2019
LJ71172430	3581	3169.03	0.00 	2019
LJ71172460	14536	12863.72	0.00 	2019
LJ71172470	17893	15834.51	0.00 	2019
LJ71172480	11145	9862.83	0.00 	2019
LJ71172490	13915	12314.16	0.00 	2019
LJ71172500	9469	8379.65	0.00 	2019
LJ71172510	7281	6443.36	0.00 	2019
LJ71172520	9429	8344.25	0.00 	2019
LJ71172540	5175	4579.65	0.00 	2019
LJ71172650	7405	6553.1	0.00 	2019
LJ71172660	7806	6907.96	0.00 	2019
LJ71173030	2102	1860.18	0.00 	2019
LJ71173040	5831	5160.18	0.00 	2019
LJ71173050	4969	4397.35	0.00 	2019
LJ71173060	2102	1860.18	0.00 	2019
LJ71173070	5831	5160.18	0.00 	2019
LJ71173080	4917	4351.33	0.00 	2019
LJ71173090	2102	1860.18	0.00 	2019
LJ71173100	5828	5157.52	0.00 	2019
LJ71173110	4917	4351.33	0.00 	2019
LJ71173120	1927	1705.31	0.00 	2019
LJ71173130	4946	4376.99	0.00 	2019
LJ71173140	4432	3922.12	0.00 	2019
LJ71173150	1281	1133.63	0.00 	2019
LJ71173160	3413	3020.35	0.00 	2019
LJ71173170	2632	2329.2	0.00 	2019
LJ71173180	1927	1705.31	0.00 	2019
LJ71173190	4946	4376.99	0.00 	2019
LJ71173200	4420	3911.5	0.00 	2019
LJ71173210	2372	2099.12	0.00 	2019
LJ71173220	7318	6476.11	0.00 	2019
LJ71173230	5534	4897.35	0.00 	2019
LJ71173240	2372	2099.12	0.00 	2019
LJ71173250	7336	6492.04	0.00 	2019
LJ71173260	5905	5225.66	0.00 	2019
LJ71173270	2102	1860.18	0.00 	2019
LJ71173280	5828	5157.52	0.00 	2019
LJ71173290	4917	4351.33	0.00 	2019
LJ71173330	10572	9355.75	0.00 	2019
LJ71173340	5962	5276.11	0.00 	2019
LJ71173350	22546	19952.21	0.00 	2019
LJ71173360	14993	13268.14	0.00 	2019
LL01500540	119250	105530.97	0.00 	2019
LL02501995	110651	97921.24	0.00 	2019
LL02502014	194541	172160.18	0.00 	2019
LL02502077	132194	116985.84	0.00 	2019
LL02503302	288576	255376.99	0.00 	2019
LL02503316	159713	141338.94	0.00 	2019
LL02503321	147931	130912.39	0.00 	2019
LL02503490	122690	108575.22	0.00 	2019
LL02503681	113676	100598.23	0.00 	2019
LL03502100	252064	223065.49	0.00 	2019
LL03502180	424771	375903.54	0.00 	2019
LL03502241	217044	192074.34	0.00 	2019
LL03502280	723344	640127.43	0.00 	2019
LL05001134	468617	414705.31	0.00 	2019
LL05002020	458622	405860.18	0.00 	2019
LL05002041	767544	679242.48	0.00 	2019
LL05003020	470422	416302.65	0.00 	2019
LL20001000	301444	266764.6	0.00 	2019
LM501002569	24275	21482.3	0.00 	2019
LM501002935	24247	21457.52	0.00 	2019
LM501006914	11068	9794.69	0.00 	2019
LM50103453	8076	7146.9	0.00 	2019
LM50103743	22449	19866.37	0.00 	2019
LM50104173	16518	14617.7	0.00 	2019
LM50104182	16529	14627.43	0.00 	2019
LM50104342	18500	16371.68	0.00 	2019
LM50105491	10776	9536.28	0.00 	2019
LM50106071	17948	15883.19	0.00 	2019
LM50106083	22409	19830.97	0.00 	2019
LM50106084	21506	19031.86	0.00 	2019
LM50106091	21503	19029.2	0.00 	2019
LM50106381	21541	19062.83	0.00 	2019
LM50110319	2441	2160.18	0.00 	2019
LM50110416	2932	2594.69	0.00 	2019
LM50110627	5190	4592.92	0.00 	2019
LM50110714	5298	4688.5	0.00 	2019
LM50126331	2926	2589.38	0.00 	2019
LM5013075	11144	9861.95	0.00 	2019
LM50902476	3467	3068.14	0.00 	2019
LM50902589	7070	6256.64	0.00 	2019
LM50902613	4928	4361.06	0.00 	2019
LM50902622	4586	4058.41	0.00 	2019
LM50902624	4581	4053.98	0.00 	2019
LM50902705	1991	1761.95	0.00 	2019
LM50902714	2007	1776.11	0.00 	2019
LM50902785	4808	4254.87	0.00 	2019
LM50902864	3709	3282.3	0.00 	2019
LM50902875	4138	3661.95	0.00 	2019
LM50902882	4552	4028.32	0.00 	2019
LM50902884	4548	4024.78	0.00 	2019
LM50902893	4914	4348.67	0.00 	2019
LM50902994	4137	3661.06	0.00 	2019
LM50903055	2000	1769.91	0.00 	2019
LM50903075	2161	1912.39	0.00 	2019
LM50903083	2326	2058.41	0.00 	2019
LM50903102	3139	2777.88	0.00 	2019
LM50903155	5782	5116.81	0.00 	2019
LM50903194	2363	2091.15	0.00 	2019
LM50903201	2656	2350.44	0.00 	2019
LM50903203	2644	2339.82	0.00 	2019
LM50903424	2136	1890.27	0.00 	2019
LM50903443	2647	2342.48	0.00 	2019
LM50903462	3484	3083.19	0.00 	2019
LM50903474	3818	3378.76	0.00 	2019
KA354W40402	921	815.04	363.72 	2019
KH158N02001	4033	3569.03	0.00 	2019
KH194N00200	2555	2261.06	0.00 	2019
KH194W00100	1994	1764.6	0.00 	2019
KH194W00300	1674	1481.42	0.00 	2019
LJ71162130	17964	15897.35	0.00 	2019
LJ71162140	17594	15569.91	0.00 	2019
LJ71162080	9987	8838.05	0.00 	2019
LJ71162060	9987	8838.05	0.00 	2019
LJ71160310	8308	7352.21	0.00 	2019
KN851W2060	18122	16037.17	0.00 	2019
LJ71162050	11296	9996.46	0.00 	2019
LJ71161990	9373	8294.69	0.00 	2019
LJ71162070	11296	9996.46	0.00 	2019
KN850W1550	19831	17549.56	0.00 	2019
KF010W0830	8254	7304.42	0.00 	2019
KN850W1870	19793	17515.93	0.00 	2019
KF018W0180	944	835.4	0.00 	2019
KN850W1530	15844	14021.24	0.00 	2019
LJ71161980	8722	7718.58	0.00 	2019
LJ71162150	9287	8218.58	0.00 	2019
LL02502120	308436	272952.21	0.00 	2019
KJ100W80400	3664	3242.48	0.00 	2019
KF014N0620	812	718.58	0.00 	2019
LJ71162000	8720	7716.81	0.00 	2019
LJ71159130	45835	40561.95	0.00 	2019
LJ71159140	22361	19788.5	0.00 	2019
LJ71159160	45870	40592.92	0.00 	2019
LJ71159170	22361	19788.5	0.00 	2019
LJ71159200	32603	28852.21	0.00 	2019
LL05003380	754548	667741.59	0.00 	2019
LN012009124	6944	6145.13	0.00 	2019
LN012009125	10614	9392.92	0.00 	2019
LJ71154850	22140	19592.92	0.00 	2019
LJ71154900	25699	22742.48	0.00 	2019
LJ71159260	65048	57564.6	0.00 	2019
LJ71159270	45177	39979.65	0.00 	2019
LJ71159280	20574	18207.08	0.00 	2019
LJ71159330	39773	35197.35	0.00 	2019
LJ71159340	21109	18680.53	0.00 	2019
LJ71159350	25440	22513.27	0.00 	2019
LJ71159360	18696	16545.13	0.00 	2019
LJ71159370	24346	21545.13	0.00 	2019
LJ71154830	67786	59987.61	0.00 	2019
LJ71154840	49946	44200	0.00 	2019
LL03502280S-1	382821	338779.65	0.00 	2019
LL03502280S-2	340534	301357.52	0.00 	2019
KA346N42700	366	323.89	263.72 	2019
LL02502124	296101	262036.28	0.00 	2019
LL02502312	133913	118507.08	0.00 	2019
LM50103522	22813	20188.5	0.00 	2019
